"Внешний ID","категорія","назва укр","назва рос","ціна"
"КБ-7","Комплектуючі","Кран для бродильних ємностей - 12 мм","Кран для бродильних ємностей - 12 мм","24.0000"
"КБС","Комплектуючі","Кран для бродильних ємностей 10мм 3/4""","Кран для бродильних ємностей 10мм 3/4""","80.0000"
"ТР 33","Комплектуючі","Трубка для розливу пива (з клапаном) 33 см","Трубка для розливу пива (з клапаном) 33 см","119.0000"
"СПФ","Комплектуючі","Сифон переливний з фільтром","Сифон переливний з фільтром","121.0000"
"КТ","Аксесуари для самогоноваріння","Клапан надлишкового тиску","Клапан надлишкового тиску","59.0000"
"8388","Самогонний апарат","Аламбік Класік 250 л Португалія","Аламбік Класік 250 л Португалія","157500.0000"
"00100","Самогонний апарат","колона VM","колона VM","9200.0000"
"00101","Самогонний апарат","колона LM 2""","колона LM 2""","7030.0000"
"00102","Самогонний апарат","колона LM ""клюшка""","колона LM ""клюшка""","7030.0000"
"846","Пивні КЕГи та комплектуючі","Міні КЕГ 5л чорний","Міні КЕГ 5л чорний","590.0000"
"420000654900","Тара и упаковка","","Мини КЕГ 5 Л Чорний","240.0000"
"849","ЦКТ","ЦКТ 60л з охолодженням","ЦКТ 60л з охолодженням","1.0000"
"МС200. 60х60","Очистка самогону та фільтрація","Мішок для затирання солоду 60х60 МС200","Мішок для затирання солоду 60х60 МС200","100.0000"
"РУК","Бутлі, пляшки","Укупорпорювач для кронен пробок","Укупорпорювач для кронен пробок","631.0000"
"852","Комплектуючі","Сифон переливний автоматичний","Сифон переливний автоматичний","300.0000"
"УГЗ","Комплектуючі","Ущільнювач для гідрозатвора","Ущільнювач для гідрозатвора","18.0000"
"855","Комплектуючі","Гідрозатвор S подібний з пробкою","Гідрозатвор S подібний з пробкою","59.0000"
"ГЗ","ОБЛАДНАННЯ ТА МАТЕРІАЛИ","Гідрозатвор S подібний без пробки","Гідрозатвор S подібний без пробки","48.0000"
"ГЗ-2","Комплектуючі","Гідрозатвор 3-х секційний","Гідрозатвор 3-х секційний","70.0000"
"НК","Вимірювальні прилади","Набір для калібрування РН метрів","Набір для калібрування РН метрів","28.0000"
