"Внешний ID","назва укр","ціна"
"MAG1004-5","Тарілчаста колона 2 дюйми 5 рівнів","5350.0000"
"MAG1016-1","Тарілчаста колона 2"" 3 рівня, дефлегматор, холодильник","9900.0000"
"MAG1016-2","Тарілчаста колона 2"" 4 рівні, дефлегматор, холодильник","10800.0000"
"MAG1016-3","Тарілчаста колона 2"" 5 рівнів, дефлегматор, холодильник","11700.0000"
"MAG1048","Додатковий рівень 2"" до тарілчастої колони","900.0000"
"MAG1048-1","Додатковий рівень 3"" до тарілчастої колони","1450.0000"
"MAG1166-1","Тарілчаста колона 3 дюйми 3 рівня","5600.0000"
"MAG1166-2","Тарілчаста колона 3 дюйми 4 рівні","7050.0000"
"MAG1166-3","Тарілчаста колона 3 дюйми 5 рівня","8500.0000"
"MAG1167-1","Тарілчаста колона 3"" 3 рівня, дефлегматор, холодильник","14950.0000"
"MAG1167-2","Тарілчаста колона 3"" 4 рівні, дефлегматор, холодильник","16400.0000"
"MAG1167-3","Тарілчаста колона 3"" 5 рівнів, дефлегматор, холодильник","17850.0000"
"MAG1037-1","Тарілчаста колона 4 дюйми 3 рівня","8700.0000"
"MAG1037-2","Тарілчаста колона 4 дюйми 4 рівня","11050.0000"
"MAG1037-3","Тарілчаста колона 4 дюйми 5 рівня","13400.0000"
"MAG1038-1","Тарілчаста колона 4"" 3 рівня, дефлегматор, холодильник","19700.0000"
"MAG1038-2","Тарілчаста колона 4"" 4 рівня, дефлегматор, холодильник","22050.0000"
"MAG1038-3","Тарілчаста колона 4"" 5 рівня, дефлегматор, холодильник","24400.0000"
"46379565","Мідний ковпачок 3 дюйми без тарілки","830.0000"
"76337120","Міжрівнева прокладка під скло діаметром 60мм","150.0000"
"MAG1005","Мідний ковпачок без тарілки","480.0000"
"MAG1072","Тарілка 4"" з Pro ковпачками без скла","1800.0000"
"42523044-1","Відвід мідний 90° 2 дюйми","950.0000"
"MAG1084","Дефлегматор мідний 2 дюйми","2750.0000"
"MAG1147","Мідний рівень 2 дюйми","2500.0000"
"MAG1150","Тарілчаста колона мідна 2 дюйми 3 рівні","13700.0000"
"MAG1031","Царга мідна 50см 2 дюйми","2250.0000"
"MAG1170","Тарілчаста колона мідна 3 дюйми 3 рівні","24000.0000"
"MAG1169","Мідний рівень 3 дюйми","4950.0000"
"MAG1051","Тарілчаста колона мідна 4 дюйми 3 рівні","28600.0000"
"MAG1086","Мідний рівень 4 дюйми","5950.0000"
"MAG10874","Мідний рівень 6 дюймів для тарілчастої мідної колони","12500.0000"
"MAG20876","Мідний рівень 8 дюймів для тарілчастої мідної колони","19500.0000"
"D2015","Фермент глюкоамилаза GlucoPRO на 100 кг зерна 10 мл","59.0000"
"19348072","Вварка в кришку куба 3'' Діоптра з підсвіткою","2950.0000"
"23175927-1-1","Неопреновий утеплювач для царги 2""","190.0000"
"23175927-1-2","Неопреновий утеплювач для царги 3 дюйма","290.0000"
"23175927-1-3","Неопреновий утеплювач для царги Для рукави 4''50 см Ø102 мм","390.0000"
"38092778","Перехідник на кламп внутрішнє різьблення 1/2 - 1,5  дюйма","150.0000"
"38708190","Багатотрубна мультиплівкова царга 2 дюйма","1750.0000"
"3ММЦ","Багатортубна мультиплівкова царга 3 дюйма","2750.0000"
"40904056","Турбо дефлегматор 3 дюйма","3950.0000"
"59057651","Скло боросилікатне D80мм H500mm","850.0000"
"85811270","Вузол відбору хвостів 2 дюйма","590.0000"
"85811270-3","Вузол відбору хвостів 3 дюйма","750.0000"
"Def-3D","Дефлегматор Дімрота в діоптрі 3 дюйма","3950.0000"
"MAG1006","Хомут від клампового з'єднання 1,5 дюйма","90.0000"
"MAG1008","Турбо дефлегматор 1,5 дюйма","1050.0000"
"MAG1009","Турбо охолоджувач 2 дюйма","1950.0000"
"MAG1010","Джин кошик для ароматизації 2 дюйма","2200.0000"
"MAG1010-1","Джин кошик для ароматизації 1500мл 2 дюйма","4500.0000"
"MAG1011","Хомут від клампового з'єднання 2 дюйма","150.0000"
"MAG1011-1","Хомут від клампового з'єднання 2,5 дюйма","180.0000"
"MAG1012","Джин кошик для ароматизації 1,5 дюйма","2200.0000"
"MAG1017-1","Царга нержавійка 50см  1,5 дюйма","550.0000"
"MAG1017-2","Царга нержавійка 50см  з ніпелем 1,5 дюйма","1200.0000"
"MAG1018","Царга нержавійка 100см  1,5 дюйма","590.0000"
"MAG101901","Царга нержавійка 50см  3 дюйма","1350.0000"
"MAG101902","Царга нержавійка 50см  з ніпелем 3 дюйма","1550.0000"
"MAG1019-1","Царга нержавійка 50см  2 дюйма","670.0000"
"MAG1019-2","Царга нержавійка 50см  з ніпелем 2 дюйма","920.0000"
"MAG10198","Царга нержавійка 50см  з ніпелем 4 дюйма","2000.0000"
"MAG10199","Царга нержавійка 50см  4 дюйма","1800.0000"
"MAG1020-1","Царга нержавійка 100см  2 дюйма","1130.0000"
"MAG1020-2","Царга нержавійка 100см  з ніпелем 2 дюйма","1100.0000"
"MAG1023","Турбо дефлегматор 2 дюйма","1800.0000"
"MAG1032","Турбо охолоджувач 1,5 дюйма","1350.0000"
"MAG1035","Доохолоджувач для вузла відбору однотрубний","650.0000"
"MAG1035-3","Доохолоджувач для вузла відбору трьохтрубний","1600.0000"
"MAG1055","Заглушка 1,5 дюйма","60.0000"
"MAG1056","Заглушка 2 дюйма","100.0000"
"MAG1056-1","Заглушка 6 дюймів","700.0000"
"MAG1056-2","Заглушка 8 дюймів","1000.0000"
"MAG1056-3","Заглушка 3 дюйма","150.0000"
"MAG1056-4","Заглушка 4 дюйма","200.0000"
"MAG1062","Перехідник фланець-кламп 2 дюйма","450.0000"
"MAG1063-1","Відвід 90 градусів без ніпеля 1,5 дюйма","200.0000"
"MAG1063-2","Відвід 90 градусів з ніпелем 1,5 дюйма","400.0000"
"MAG1064-1-1","Відвід 90 градусов без ніпеля 2 дюйма","250.0000"
"MAG1064-1-2","Відвід 90°  з ніпелем 2 дюйма","500.0000"
"MAG1065","Прийомний носик 1,5 дюйма","200.0000"
"MAG1066","Прийомний носик 2 дюйма","380.0000"
"MAG1066-1","Прийомний носик 3 дюйма","690.0000"
"MAG1067","Скло боросилікатне D60мм Н80мм","150.0000"
"MAG1068","Скло боросилікатне D110мм H100мм","300.0000"
"MAG1068-1","Скло боросилікатне D80мм H100мм","200.0000"
"MAG1069","Перехідник 4-2  дюйма","750.0000"
"MAG10691","Перехідник редукція 6-3  дюйма","1500.0000"
"MAG1069-1","Перехідник 3-4  дюйма","790.0000"
"MAG1073","Клампове з'єднання sms38 1,5 дюйма","180.0000"
"MAG1074","Клампове з'єднання sms51 2 дюйма","280.0000"
"MAG1075","Клампове з'єднання sms76 3 дюйма","380.0000"
"MAG1080","Фланець кламповий приварний sms38 1,5 дюйма","45.0000"
"MAG1081","Фланець кламповий приварний sms51 2 дюйма","65.0000"
"MAG1081-1","Фланець кламповий приварний sms63 2,5 дюйма","75.0000"
"MAG1082","Фланець кламповий приварний sms76 3 дюйма","90.0000"
"MAG1085","Турбо дефлегматор 4 дюйма","4950.0000"
"MAG1087","Стакан бункер для джин кошика","250.0000"
"MAG1087-1-1","Стакан бункер 2'' для діоптра  2 дюйма","160.0000"
"MAG1089","Клампове з'єднання sms102 4 дюйма","480.0000"
"MAG1090","Хомут від клампового з'єднання 3 дюйма","200.0000"
"MAG1091","Хомут від клампового з'єднання 4 дюйма","250.0000"
"MAG1091-1","Хомут від клампового з'єднання 6 дюймів","700.0000"
"MAG1091-1-1","Хомут від клампового з'єднання 8 дюймів","1000.0000"
"MAG1092","Фланець кламповий приварний sms102 4 дюйма","115.0000"
"MAG1092-1","Фланець кламповий приварний sms152 6 дюймів","350.0000"
"MAG1092-2","Фланець кламповий приварний sms203 8 дюймів","500.0000"
